I_CODE	A_TYPE	M_TYPE	PRODUCT_CYCLIC	RISK_GRADE	COLLECT_CURRENCY	COLLECT_DATE_BEG	COLLECT_DATE_END	BASE_SALE_AMOUNT	REDEEM_SETTLE_ACCOUNT_NAME	REP_MTR_DATE	REP_RTN_RATE	REP_BEG_DATE	START_DT
FSAA16147A	SPT_LBS	X_CNBD		2	CNY	2016-04-07	2016-04-07	50000.000000	非凡资产管理季增利普通款	2016-07-12	0.042500	2016-04-12	2016/4/7
FSAA1579RA	SPT_LBS	X_CNBD		2	CNY	2015-09-29	2015-09-29	50000.000000	非凡资产管理4个月增利普通款	2016-02-15	0.052000	2015-10-08	2015/10/15
FSAA13093A	SPT_LBS	X_CNBD	0	2	CNY	2013-06-20	2013-06-20	50000.000000	非凡资产管理35天增利普通款	2013-07-29	0.050000	2013-06-24	2015/10/15
FSAA14006D	SPT_LBS	X_CNBD	113	2	CNY	2014-01-20	2014-01-21	1000000.000000		2014-03-24	0.059000	2014-01-22	2015/10/15
FGAA15160A	SPT_LBS	X_CNBD		2	CNY	2015-03-05	2015-03-05	500000.000000	非凡资产管理季增利对公款	2015-06-09	0.053500	2015-03-09	2015/12/21
FSAA14207B	SPT_LBS	X_CNBD		2	CNY	2014-07-14	2014-07-14	200000.000000	非凡资产管理季增利高端款	2014-10-17	0.054000	2014-07-17	2015/10/15
FSAA14395D	SPT_LBS	X_CNBD		2	CNY	2014-11-25	2014-11-25	1000000.000000	非凡资产管理35天增利尊享款	2015-01-05	0.051000	2014-11-28	2015/10/15
FSAA14388B	SPT_LBS	X_CNBD		2	CNY	2014-11-17	2014-11-17	200000.000000	非凡资产管理半年增利高端款	2015-05-20	0.052000	2014-11-20	2015/10/15
FSAA13231E	SPT_LBS	X_CNBD	103	2	CNY	2013-11-12	2013-11-14	10000000.000000		2013-12-20	0.053500	2013-11-15	2015/10/15
FSAA14408B	SPT_LBS	X_CNBD		2	CNY	2014-12-01	2014-12-01	200000.000000	非凡资产管理双月增利高端款	2015-02-04	0.051500	2014-12-04	2015/10/15
FGAA15470B	SPT_LBS	X_CNBD		2	CNY	2015-07-06	2015-07-06	500000.000000	非凡资产管理35天增利对公款	2015-08-13	0.050000	2015-07-09	2015/12/21
FSAA13180D	SPT_LBS	X_CNBD	097	2	CNY	2013-09-26	2013-09-28	1000000.000000		2013-11-29	0.057000	2013-09-29	2015/10/15
FSAA1510BA	SPT_LBS	X_CNBD		2	CNY	2015-01-30	2015-01-30	100000.000000	非凡资产管理35天增利普通款	2015-03-13	0.055000	2015-02-06	2015/12/21
FSAA1613AB	SPT_LBS	X_CNBD		2	CNY	2016-02-25	2016-02-25	100000.000000	非凡资产管理35天增利普通款	2016-04-07	0.044000	2016-03-03	2016/2/24
FGAA15577T	SPT_LBS	X_CNBD		2	CNY	2015-09-07	2015-09-07	10000000.000000	非凡资产管理双月增利对公款	2015-11-10	0.047000	2015-09-10	2015/10/15
FGAA15292C	SPT_LBS	X_CNBD		2	CNY	2015-04-22	2015-04-22	100000000.000000	非凡资产管理季增利对公款	2015-07-22	0.055500	2015-04-22	2015/12/21
FSAA1551EA	SPT_LBS	X_CNBD		2	CNY	2015-06-25	2015-06-25	50000.000000	非凡资产管理双月增利普通款	2015-09-02	0.053000	2015-07-02	2015/10/15
FSAA15394F	SPT_LBS	X_CNBD		2	CNY	2015-08-13	2015-08-13	100000.000000	非凡资产管理4个月增利普通款	2015-12-24	0.051000	2015-08-20	2015/10/15
FGAA15561B	SPT_LBS	X_CNBD		2	CNY	2015-08-17	2015-08-17	500000.000000	非凡资产管理半年增利对公款	2016-02-22	0.047000	2015-08-20	2015/10/15
FSAA13225D	SPT_LBS	X_CNBD	102	2	CNY	2013-11-05	2013-11-07	1000000.000000		2014-02-10	0.054000	2013-11-08	2015/10/15
FSAA13298B	SPT_LBS	X_CNBD	111	2	CNY	2014-01-06	2014-01-06	200000.000000	非凡资产管理半年增利高端款	2014-07-09	0.059000	2014-01-09	2015/10/15
FSAA1621GA	SPT_LBS	X_CNBD		2	CNY	2016-03-25	2016-03-25	50000.000000	非凡资产管理双月增利普通款	2016-06-01	0.046000	2016-04-01	2016/3/23
FSAA15589D	SPT_LBS	X_CNBD		2	CNY	2015-12-10	2015-12-10	1000000.000000	非凡资产管理35天增利尊享款	2016-01-18	0.046000	2015-12-14	2015/12/8
FGFA15146A	SPT_LBS	X_CNBD		1	CNY	2015-12-03	2015-12-03	500000.000000	非凡资产管理35天保本对公款	2016-01-12	0.033000	2015-12-08	2015/12/21
FGAA15715B	SPT_LBS	X_CNBD		2	CNY	2015-12-14	2015-12-14	500000.000000	非凡资产管理35天增利对公款	2016-01-21	0.043000	2015-12-17	2015/12/21
FSAA1572XE	SPT_LBS	X_CNBD		2	CNY	2015-09-10	2015-09-10	100000.000000	非凡资产管理半年增利普通款	2016-03-17	0.048500	2015-09-17	2015/10/15
FSAA14147N	SPT_LBS	X_CNBD	131	2	CNY	2014-05-23	2014-05-23	100000.000000	非凡资产管理季增利普通款	2014-08-29	0.055000	2014-05-29	2015/10/15
FSAA14210D	SPT_LBS	X_CNBD		2	CNY	2014-07-17	2014-07-17	1000000.000000	非凡资产管理双月增利尊享款	2014-09-22	0.054000	2014-07-21	2015/10/15
FGFA15144A	SPT_LBS	X_CNBD		1	CNY	2015-11-30	2015-11-30	10000000.000000	非凡资产管理双月保本对公款	2016-02-01	0.034500	2015-12-01	2015/12/1
FGAA15278C	SPT_LBS	X_CNBD		2	CNY	2015-04-17	2015-04-17	100000000.000000	非凡资产管理35天增利对公款	2015-05-21	0.055500	2015-04-17	2015/12/21
FGAB12004A	SPT_DED	X_CNBD	0	2	CNY	2012-02-23	2012-02-23	500000.000000	非凡资产管理翠竹2W理财产品周二对公款	2017-12-31	0.036000	2012-02-28	2016/4/5
FSAA13165S	SPT_LBS	X_CNBD	094	2	CNY	2013-09-13	2013-09-15	10000000.000000		2013-12-16	0.055000	2013-09-16	2015/10/15
FGAA14054A	SPT_LBS	X_CNBD	126	2	CNY	2014-04-17	2014-04-17	500000.000000	非凡资产管理双月增利对公款	2014-06-23	0.051000	2014-04-21	2015/10/15
FSAA14194A	SPT_LBS	X_CNBD		2	CNY	2014-07-02	2014-07-02	50000.000000	非凡资产管理双月增利普通款	2014-09-09	0.053000	2014-07-07	2015/10/15
FGAA16017C	SPT_LBS	X_CNBD		2	CNY	2016-01-07	2016-01-07	100000000.000000	非凡资产管理半年增利对公款	2016-07-06	0.044000	2016-01-07	2016/1/21
FGAA14112B	SPT_LBS	X_CNBD		2	CNY	2014-07-28	2014-07-28	500000.000000	非凡资产管理半年增利对公款	2015-01-29	0.052000	2014-07-30	2015/10/15
FGAA13142T	SPT_LBS	X_CNBD	095	2	CNY	2013-09-12	2013-09-16	10000000.000000		2013-11-18	0.052000	2013-09-17	2015/10/15
FSAB11007C	SPT_DED	X_CNBD	0	2	CNY	2011-11-18	2011-11-18	1000000.000000	非凡资产管理周增利周一尊享款	2015-10-10	0.035500	2011-11-21	2015/10/15
FSAA13083P	SPT_LBS	X_CNBD	0	2	CNY	2013-05-29	2013-05-29	50000.000000	非凡资产管理季增利普通款	2013-09-05	0.046500	2013-06-05	2015/10/15
FSAA16034F	SPT_LBS	X_CNBD		2	CNY	2016-01-21	2016-01-21	100000.000000	非凡资产管理4个月增利普通款	2016-06-02	0.045000	2016-01-28	2016/1/21
FGAB14010A	SPT_DED	X_CNBD		2	CNY	2014-12-26	2014-12-26	10000000.000000	非凡资产管理翠竹2W理财产品周二对公款	2017-12-31	0.037000	2014-12-30	2016/4/5
FSAA13222B	SPT_LBS	X_CNBD	102	2	CNY	2013-10-30	2013-11-03	200000.000000		2014-05-05	0.052500	2013-11-04	2015/10/15
FSAA14213R	SPT_LBS	X_CNBD		2	CNY	2014-10-07	2014-10-07	100000.000000	非凡资产管理季增利普通款	2015-01-08	0.056000	2014-10-08	2015/10/15
FGAA15201A	SPT_LBS	X_CNBD		2	CNY	2015-03-26	2015-03-26	500000.000000	非凡资产管理35天增利对公款	2015-05-04	0.055000	2015-03-30	2015/12/21
FSAA14202N	SPT_LBS	X_CNBD		2	CNY	2014-07-10	2014-07-10	100000.000000	非凡资产管理双月增利普通款	2014-09-17	0.055000	2014-07-17	2015/10/15
FGAA13091A	SPT_LBS	X_CNBD	0	2	CNY	2013-06-13	2013-06-13	500000.000000	非凡资产管理季增利对公款	2013-09-23	0.043000	2013-06-20	2015/10/15
FSAA1519NA	SPT_LBS	X_CNBD		2	CNY	2015-03-06	2015-03-06	50000.000000	非凡资产管理季增利普通款	2015-06-05	0.056500	2015-03-12	2015/12/21
FGAA15412B	SPT_LBS	X_CNBD		2	CNY	2015-06-15	2015-06-15	500000.000000	非凡资产管理35天增利对公款	2015-07-23	0.049000	2015-06-18	2015/12/21
FSAA1581EB	SPT_LBS	X_CNBD		2	CNY	2015-10-09	2015-10-09	100000.000000	非凡资产管理双月增利普通款	2015-12-15	0.049000	2015-10-15	2015/10/15
FSAA13079A	SPT_LBS	X_CNBD	0	2	CNY	2013-05-22	2013-05-22	50000.000000	非凡资产管理季增利普通款	2013-08-27	0.044500	2013-05-27	2015/10/15
FSAA14414B	SPT_LBS	X_CNBD		2	CNY	2014-12-04	2014-12-04	200000.000000	非凡资产管理双月增利高端款	2015-02-09	0.051000	2014-12-08	2015/10/15
FSAA13257B	SPT_LBS	X_CNBD	106	2	CNY	2013-12-02	2013-12-04	200000.000000		2014-03-05	0.057000	2013-12-05	2015/10/15
FSAA13220D	SPT_LBS	X_CNBD	102	2	CNY	2013-11-01	2013-11-03	1000000.000000		2014-01-06	0.053000	2013-11-04	2015/10/15
FSAA13088A	SPT_LBS	X_CNBD	0	2	CNY	2013-06-08	2013-06-08	50000.000000	非凡资产管理半年增利普通款	2013-12-13	0.046000	2013-06-13	2015/10/15
FGAA16092P	SPT_LBS	X_CNBD		2	CNY	2016-03-15	2016-03-15	500000.000000	非凡资产管理35天增利对公款	2016-04-18	0.034500	2016-03-17	2016/3/23
FSAA14392B	SPT_LBS	X_CNBD		2	CNY	2014-11-21	2014-11-21	200000.000000	非凡资产管理4个月增利高端款	2015-03-31	0.051000	2014-11-25	2015/10/15
FSAA16127D	SPT_LBS	X_CNBD		2	CNY	2016-03-28	2016-03-28	1000000.000000	非凡资产管理35天增利尊享款	2016-05-06	0.043000	2016-04-01	2016/3/22
FSAA1567CB	SPT_LBS	X_CNBD		2	CNY	2015-08-20	2015-08-20	50000.000000	非凡资产管理35天增利普通款	2015-09-29	0.052500	2015-08-25	2015/10/15
FSAA14212B	SPT_LBS	X_CNBD		2	CNY	2014-07-17	2014-07-17	200000.000000	非凡资产管理半年增利高端款	2015-01-21	0.053000	2014-07-21	2015/10/15
FGAA16051B	SPT_LBS	X_CNBD		2	CNY	2016-02-15	2016-02-15	500000.000000	非凡资产管理4个月增利对公款	2016-06-23	0.041000	2016-02-18	2016/2/19
FSAA1571GB	SPT_LBS	X_CNBD		2	CNY	2015-09-06	2015-09-06	50000.000000	非凡资产管理双月增利普通款	2015-11-10	0.051000	2015-09-10	2015/10/15
FSAA14148A	SPT_LBS	X_CNBD	131	2	CNY	2014-05-22	2014-05-22	50000.000000	非凡资产管理半年增利普通款	2014-11-26	0.052500	2014-05-26	2015/10/15
FSAA15548B	SPT_LBS	X_CNBD		2	CNY	2015-11-16	2015-11-16	200000.000000	非凡资产管理双月增利高端款	2016-01-19	0.046000	2015-11-19	2015/11/10
FGAA13028A	SPT_LBS	X_CNBD	0	2	CNY	2013-02-21	2013-02-21	500000.000000	非凡资产管理半年增利对公款	2013-08-28	0.044500	2013-02-28	2015/10/15
FSAA14275B	SPT_LBS	X_CNBD		2	CNY	2014-09-12	2014-09-12	200000.000000	非凡资产管理季增利高端款	2014-12-15	0.053000	2014-09-15	2015/10/15
FSAA14414R	SPT_LBS	X_CNBD		2	CNY	2014-12-05	2014-12-05	100000.000000	非凡资产管理双月增利普通款	2015-02-11	0.053000	2014-12-11	2015/10/15
FSAA1575GA	SPT_LBS	X_CNBD		2	CNY	2015-09-17	2015-09-17	50000.000000	非凡资产管理双月增利普通款	2015-11-24	0.050500	2015-09-24	2015/10/15
FGAA15810Z	SPT_LBS	X_CNBD		2	CNY	2015-12-24	2015-12-24	100000000.000000	非凡资产管理4个月增利对公款	2016-04-25	0.042000	2015-12-24	2015/12/29
FSAA13094T	SPT_LBS	X_CNBD	0	2	CNY	2013-06-25	2013-06-25	500000.000000	非凡资产管理双月增利高端款	2013-08-26	0.070000	2013-06-26	2015/10/15
FSAA16030B	SPT_LBS	X_CNBD		2	CNY	2016-01-20	2016-01-20	200000.000000	非凡资产管理半年增利高端款	2016-07-25	0.044000	2016-01-25	2016/1/21
FGAA14161E	SPT_LBS	X_CNBD		2	CNY	2014-10-27	2014-10-27	100000000.000000	非凡资产管理35天增利对公款	2014-12-01	0.050000	2014-10-27	2015/10/15
FSAA14251A	SPT_LBS	X_CNBD		2	CNY	2014-08-21	2014-08-21	50000.000000	非凡资产管理季增利普通款	2014-11-26	0.051500	2014-08-26	2015/12/21
FGBA15009A	SPT_LBS	X_CNBD			CNY	2015-11-09	2015-11-09	0.000000	非凡资产管理卓赢23号（龙腾16号T4612）	2016-05-10	0.040500	2015-11-10	2016/1/19
FGAA16136B	SPT_LBS	X_CNBD		2	CNY	2016-04-19	2016-04-19	500000.000000	非凡资产管理季增利对公款	2016-07-22	0.039000	2016-04-22	2016/4/26
FSAA13060A	SPT_LBS	X_CNBD	0	2	CNY	2013-04-18	2013-04-18	50000.000000	非凡资产管理半年增利普通款	2013-10-25	0.045000	2013-04-25	2015/10/15
FSAA14320M	SPT_LBS	X_CNBD		2	CNY	2014-10-10	2014-10-10	50000.000000	非凡资产管理4个月增利普通款	2015-02-17	0.053500	2014-10-14	2015/10/15
FGAA14170B	SPT_LBS	X_CNBD		2	CNY	2014-11-11	2014-11-11	500000.000000	非凡资产管理双月增利对公款	2015-01-14	0.050000	2014-11-14	2015/10/15
FSAA13148N	SPT_LBS	X_CNBD	0	2	CNY	2013-08-29	2013-08-29	100000.000000	非凡资产管理双月增利普通款	2013-11-04	0.050500	2013-09-02	2015/10/15
FGAA14196C	SPT_LBS	X_CNBD		2	CNY	2014-12-19	2014-12-19	100000000.000000	非凡资产管理半年增利对公款	2015-06-23	0.054500	2014-12-22	2015/10/15
FGAA14031B	SPT_LBS	X_CNBD	120	2	CNY	2014-03-10	2014-03-10	500000.000000	非凡资产管理季增利对公款	2014-06-13	0.053000	2014-03-13	2015/10/15
FGAA16147A	SPT_LBS	X_CNBD		2	CNY	2016-04-22	2016-04-22	500000.000000	非凡资产管理季增利对公款	2016-07-26	0.038000	2016-04-26	2016/4/26
FSAA14220B	SPT_LBS	X_CNBD		2	CNY	2014-07-24	2014-07-24	200000.000000	非凡资产管理半年增利高端款	2015-01-28	0.053000	2014-07-28	2015/10/15
FSAA15234B	SPT_LBS	X_CNBD		2	CNY	2015-05-13	2015-05-13	200000.000000	非凡资产管理半年增利高端款	2015-11-18	0.054500	2015-05-18	2015/10/15
FSAA1517KA	SPT_LBS	X_CNBD		2	CNY	2015-02-27	2015-02-27	50000.000000	非凡资产管理季增利普通款	2015-06-03	0.057000	2015-03-03	2015/12/21
FGFA15032A	SPT_LBS	X_CNBD		1	CNY	2015-04-02	2015-04-02	50000000.000000	非凡资产管理半年保本对公款	2015-09-21	0.045000	2015-04-02	2015/12/21
FSAA1571FC	SPT_LBS	X_CNBD		2	CNY	2015-09-11	2015-09-11	50000.000000	非凡资产管理双月增利普通款	2015-11-17	0.050500	2015-09-17	2015/10/15
FSAA1549SE	SPT_LBS	X_CNBD		2	CNY	2015-06-18	2015-06-18	50000.000000	非凡资产管理4个月增利普通款	2015-10-29	0.055500	2015-06-25	2015/10/15
FSAA15571A	SPT_LBS	X_CNBD		2	CNY	2015-11-30	2015-11-30	50000.000000	非凡资产管理35天增利普通款	2016-01-07	0.045000	2015-12-03	2015/11/25
FGAA15606A	SPT_LBS	X_CNBD		2	CNY	2015-10-15	2015-10-15	500000.000000	非凡资产管理35天增利对公款	2015-11-23	0.045000	2015-10-19	2015/10/19
FSAA14431A	SPT_LBS	X_CNBD		2	CNY	2014-12-16	2014-12-16	50000.000000	非凡资产管理35天增利普通款	2015-01-23	0.051500	2014-12-19	2015/10/15
FSAA16052B	SPT_LBS	X_CNBD		2	CNY	2016-02-05	2016-02-05	200000.000000	非凡资产管理4个月增利高端款	2016-06-20	0.044000	2016-02-15	2016/2/19
FSAA15250A	SPT_LBS	X_CNBD		2	CNY	2015-05-25	2015-05-25	50000.000000	非凡资产管理4个月增利普通款	2015-10-08	0.052500	2015-05-28	2015/10/15
FSAA13240A	SPT_LBS	X_CNBD	104	2	CNY	2013-11-18	2013-11-21	50000.000000		2014-01-22	0.052500	2013-11-22	2015/10/15
FSAA13248N	SPT_LBS	X_CNBD	105	2	CNY	2013-11-25	2013-11-28	100000.000000		2014-02-07	0.057000	2013-11-29	2015/10/15
FGAA15461C	SPT_LBS	X_CNBD		2	CNY	2015-07-02	2015-07-02	100000000.000000	非凡资产管理35天增利对公款	2015-08-06	0.050000	2015-07-02	2015/12/21
FSAA15048B	SPT_LBS	X_CNBD		2	CNY	2015-01-26	2015-01-26	200000.000000	非凡资产管理半年增利高端款	2015-07-29	0.053500	2015-01-29	2015/12/21
FSAB13008B	SPT_DED	X_CNBD	08	2	CNY	2013-09-24	2013-09-24	200000.000000	非凡资产管理翠竹5W理财产品周四高端款	2017-12-31	0.042500	2013-09-26	2016/3/24
FSAA16006B	SPT_LBS	X_CNBD		2	CNY	2016-01-06	2016-01-06	200000.000000	非凡资产管理半年增利高端款	2016-07-11	0.045500	2016-01-11	2016/1/21
FSAA14225B	SPT_LBS	X_CNBD		2	CNY	2014-07-30	2014-07-30	200000.000000	非凡资产管理35天增利高端款	2014-09-09	0.052000	2014-08-05	2015/10/15
FSAA15469F	SPT_LBS	X_CNBD		2	CNY	2015-09-29	2015-09-29	100000.000000	非凡资产管理35天增利普通款	2015-11-12	0.051500	2015-10-08	2015/10/15
FSAA16063B	SPT_LBS	X_CNBD		2	CNY	2016-02-17	2016-02-17	200000.000000	非凡资产管理季增利高端款	2016-05-23	0.044000	2016-02-22	2016/2/16
FGAA13113D	SPT_LBS	X_CNBD	0	2	CNY	2013-07-30	2013-07-30	100000000.000000	非凡资产管理35天增利对公款	2013-09-03	0.055000	2013-07-30	2015/10/15
FSAB13004D	SPT_DED	X_CNBD	0	2	CNY	2013-09-05	2013-09-05	1000000.000000	非凡资产管理翠竹5W理财产品周四尊享款	2017-12-31	0.042500	2013-09-12	2016/4/14
FSFA16064A	SPT_LBS	X_CNBD		1	CNY	2016-04-21	2016-04-21	50000.000000	非凡资产管理半年保本普通款	2016-10-27	0.034000	2016-04-28	2016/4/26
FSAA14234D	SPT_LBS	X_CNBD		2	CNY	2014-08-07	2014-08-07	1000000.000000	非凡资产管理双月增利尊享款	2014-10-13	0.053000	2014-08-12	2015/10/15
FSAA14005E	SPT_LBS	X_CNBD	113	2	CNY	2014-01-21	2014-01-23	10000000.000000		2014-02-28	0.059000	2014-01-24	2015/10/15
FGFA15107E	SPT_LBS	X_CNBD		1	CNY	2015-09-16	2015-09-16	50000000.000000	非凡资产管理一年保本对公款	2016-09-19	0.043000	2015-09-17	2015/12/21
FSAA15453A	SPT_LBS	X_CNBD		2	CNY	2015-09-22	2015-09-22	50000.000000	非凡资产管理季增利普通款	2015-12-25	0.048000	2015-09-25	2015/10/15
FSAA15279A	SPT_LBS	X_CNBD		2	CNY	2015-06-10	2015-06-10	50000.000000	非凡资产管理季增利普通款	2015-09-15	0.052500	2015-06-15	2015/10/15
FSAA14344M	SPT_LBS	X_CNBD		2	CNY	2014-10-24	2014-10-24	50000.000000	非凡资产管理4个月增利普通款	2015-03-05	0.053500	2014-10-30	2015/10/15
FSAA14094D	SPT_LBS	X_CNBD	124	2	CNY	2014-04-08	2014-04-10	1000000.000000		2014-06-11	0.056000	2014-04-11	2015/10/15
FSAA15072A	SPT_LBS	X_CNBD		2	CNY	2015-02-09	2015-02-09	50000.000000	非凡资产管理半年增利普通款	2015-08-12	0.053500	2015-02-12	2015/12/21
FGAA14077A	SPT_LBS	X_CNBD	132	2	CNY	2014-05-29	2014-05-29	500000.000000	非凡资产管理35天增利对公款	2014-07-08	0.050000	2014-06-03	2015/10/15
FSAA1531MA	SPT_LBS	X_CNBD		2	CNY	2015-04-16	2015-04-16	100000.000000	非凡资产管理季增利普通款	2015-07-21	0.055000	2015-04-21	2015/12/21
FSAA13294N	SPT_LBS	X_CNBD	111	2	CNY	2014-01-02	2014-01-02	100000.000000	非凡资产管理半年增利普通款	2014-07-07	0.061000	2014-01-06	2015/10/15
FSAA1572QB	SPT_LBS	X_CNBD		2	CNY	2015-09-10	2015-09-10	100000.000000	非凡资产管理4个月增利普通款	2016-01-21	0.049500	2015-09-17	2015/10/15
FSAA1631KA	SPT_LBS	X_CNBD		2	CNY	2016-04-28	2016-04-28	50000.000000	非凡资产管理季增利普通款	2016-08-05	0.041000	2016-05-05	2016/4/27
FSAA1607CB	SPT_LBS	X_CNBD		2	CNY	2016-01-28	2016-01-28	50000.000000	非凡资产管理35天增利普通款	2016-03-10	0.046500	2016-02-04	2016/1/27
FSAA16096B	SPT_LBS	X_CNBD		2	CNY	2016-03-07	2016-03-07	200000.000000	非凡资产管理半年增利高端款	2016-09-12	0.043500	2016-03-10	2016/3/23
FSAA13117N	SPT_LBS	X_CNBD	0	2	CNY	2013-08-01	2013-08-01	100000.000000	非凡资产管理35天增利普通款	2013-09-10	0.051000	2013-08-06	2015/10/15
FSAA14130A	SPT_LBS	X_CNBD	129	2	CNY	2014-05-09	2014-05-09	50000.000000	非凡资产管理双月增利普通款	2014-07-14	0.052500	2014-05-12	2015/10/15
FSAA13245A	SPT_LBS	X_CNBD	105	2	CNY	2013-11-21	2013-11-24	50000.000000		2014-02-25	0.055500	2013-11-25	2015/10/15
FSAA15063B	SPT_LBS	X_CNBD		2	CNY	2015-02-06	2015-02-06	200000.000000	非凡资产管理季增利高端款	2015-05-11	0.055500	2015-02-09	2015/12/21
FSAA14243D	SPT_LBS	X_CNBD		2	CNY	2014-08-14	2014-08-14	1000000.000000	非凡资产管理季增利尊享款	2014-11-19	0.053500	2014-08-19	2015/12/21
FSAA16062B	SPT_LBS	X_CNBD		2	CNY	2016-02-17	2016-02-17	200000.000000	非凡资产管理双月增利高端款	2016-04-22	0.044000	2016-02-22	2016/2/16
FSAA14163A	SPT_LBS	X_CNBD	133	2	CNY	2014-06-06	2014-06-06	50000.000000	非凡资产管理季增利普通款	2014-09-09	0.053000	2014-06-09	2015/10/15
FSAA1503CA	SPT_LBS	X_CNBD		2	CNY	2015-01-08	2015-01-08	100000.000000	非凡资产管理35天增利普通款	2015-02-16	0.056000	2015-01-12	2015/12/21
FSAA13221B	SPT_LBS	X_CNBD	102	2	CNY	2013-10-31	2013-11-04	200000.000000		2014-02-07	0.052500	2013-11-05	2015/10/15
FSAA15369A	SPT_LBS	X_CNBD		2	CNY	2015-08-04	2015-08-04	50000.000000	非凡资产管理季增利普通款	2015-11-09	0.051500	2015-08-07	2015/10/15
FGAA13183A	SPT_LBS	X_CNBD	106	2	CNY	2013-11-28	2013-12-01	500000.000000		2014-03-03	0.055000	2013-12-02	2015/10/15
FSAA15561G	SPT_LBS	X_CNBD		2	CNY	2015-11-19	2015-11-19	50000.000000	非凡资产管理季增利普通款	2016-02-29	0.047500	2015-11-27	2015/11/18
FSAA15266D	SPT_LBS	X_CNBD		2	CNY	2015-06-04	2015-06-04	1000000.000000	非凡资产管理双月增利尊享款	2015-08-10	0.054000	2015-06-08	2015/12/21
FGAA15451A	SPT_LBS	X_CNBD		2	CNY	2015-06-25	2015-06-25	500000.000000	非凡资产管理35天增利对公款	2015-08-03	0.050000	2015-06-29	2015/12/21
FSAA13230N	SPT_LBS	X_CNBD	103	2	CNY	2013-11-08	2013-11-11	100000.000000		2014-05-12	0.055500	2013-11-12	2015/10/15
FSAA14026M	SPT_LBS	X_CNBD	116	2	CNY	2014-02-07	2014-02-09	50000.000000		2014-04-10	0.059500	2014-02-10	2015/10/15
FSAA15591F	SPT_LBS	X_CNBD		2	CNY	2015-12-10	2015-12-10	100000.000000	非凡资产管理季增利普通款	2016-03-15	0.047500	2015-12-15	2015/12/9
FSAA14058M	SPT_LBS	X_CNBD	120	2	CNY	2014-03-06	2014-03-13	50000.000000		2014-05-14	0.058000	2014-03-14	2015/10/15
FGAA15188A	SPT_LBS	X_CNBD		2	CNY	2015-03-19	2015-03-19	500000.000000	非凡资产管理双月增利对公款	2015-05-25	0.055000	2015-03-23	2015/12/21
FSAA16021A	SPT_LBS	X_CNBD		2	CNY	2016-01-18	2016-01-18	50000.000000	非凡资产管理季增利普通款	2016-04-21	0.045000	2016-01-21	2016/1/12
FSAA14172M	SPT_LBS	X_CNBD		2	CNY	2014-06-13	2014-06-13	50000.000000	非凡资产管理半年增利普通款	2014-12-17	0.055000	2014-06-17	2015/10/15
FSAA14218X	SPT_LBS	X_CNBD		2	CNY	2014-07-24	2014-07-24	50000.000000	非凡资产管理双月增利普通款	2014-09-29	0.054500	2014-07-31	2015/10/15
FGAA14196A	SPT_LBS	X_CNBD		2	CNY	2014-12-18	2014-12-18	500000.000000	非凡资产管理4个月增利对公款	2015-04-27	0.051000	2014-12-22	2015/10/15
FSAA14194R	SPT_LBS	X_CNBD		2	CNY	2014-07-03	2014-07-03	50000.000000	非凡资产管理双月增利普通款	2014-09-10	0.056500	2014-07-10	2015/10/15
FSAA13099K	SPT_LBS	X_CNBD	0	2	CNY	2013-07-01	2013-07-01	1000000.000000	非凡资产管理季增利尊享款	2013-10-08	0.063500	2013-07-04	2015/10/15
FSAA13166A	SPT_LBS	X_CNBD	095	2	CNY	2013-09-12	2013-09-16	50000.000000		2014-03-17	0.052500	2013-09-17	2015/10/15
FGAA13145A	SPT_LBS	X_CNBD	096	2	CNY	2013-09-18	2013-09-23	500000.000000		2013-10-29	0.048000	2013-09-24	2015/10/15
FSAA13164A	SPT_LBS	X_CNBD	095	2	CNY	2013-09-13	2013-09-16	50000.000000		2013-11-18	0.051500	2013-09-17	2015/10/15
FSAA14341N	SPT_LBS	X_CNBD		2	CNY	2014-10-24	2014-10-24	100000.000000	非凡资产管理35天增利普通款	2014-12-05	0.052000	2014-10-31	2015/10/15
FGAA14064A	SPT_LBS	X_CNBD	128	2	CNY	2014-04-30	2014-04-30	500000.000000	非凡资产管理半年增利对公款	2014-11-05	0.053000	2014-05-05	2015/10/15
FSAA15578F	SPT_LBS	X_CNBD		2	CNY	2015-12-03	2015-12-03	100000.000000	非凡资产管理双月增利普通款	2016-02-15	0.047500	2015-12-07	2015/12/2
FSAA13209B	SPT_LBS	X_CNBD	100	2	CNY	2013-10-22	2013-10-23	200000.000000		2014-01-24	0.051500	2013-10-24	2015/10/15
FSAA15321D	SPT_LBS	X_CNBD		2	CNY	2015-07-07	2015-07-07	1000000.000000	非凡资产管理季增利尊享款	2015-10-10	0.053500	2015-07-10	2015/10/15
