核心客户号,Y107,Y170,Y130,所属机构,性别,年龄,婚姻,学历,从属行业,理财抗风险等级,客户层级,新老客户标记,五级分类,小微客户类型,消费类资产产品,纯消费性微贷标记,纯质押贷款标记,非储投资偏好,高金融资产标记,购买大额他行理财标记,大额消费标记,信用卡高还款标记,信用卡高端消费标记,优质行业标记,高代发额客户标记,潜在高端客户标记,客户贡献度,客户活跃度,客户渠道偏好,客户金融资产偏好,Rank_107
1099963407,1,0,0,建设路支行,女,50.0,已婚,本科,,积极成长型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,资产均衡型,1092
1100064347,1,0,1,分行本级,女,81.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,手机银行偏好型,资产均衡型,3037
1100118552,0,0,0,永丰支行,男,64.0,已婚,本科,公共管理与社会组织,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,理财偏好型,548
1100127308,0,1,0,锦兴支行,女,61.0,已婚,专科,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,柜台偏好型,理财偏好型,4547
1100193954,0,1,0,东风支行,女,45.0,,,,,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,低贡献,高活跃,渠道均衡型,基债偏好型,2210
1100200215,0,1,1,滨江支行,女,49.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,网银偏好型,资产均衡型,882
1100388460,0,0,0,分行本级,女,68.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,较高活跃,柜台偏好型,定存偏好型,843
1100392723,0,0,0,骡马市支行,女,55.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,柜台偏好型,理财偏好型,3455
1100500215,1,1,1,西体路支行,女,52.0,,,,中庸型,金卡,新客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,中贡献,较高活跃,自助设备偏好型,基债偏好型,2091
1100510729,0,1,1,科华支行,女,67.0,未婚,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,自助设备偏好型,理财偏好型,1090
1100519691,1,0,0,九眼桥支行,男,52.0,,,公共管理与社会组织,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,渠道均衡型,资产均衡型,3410
1100530867,1,0,0,东风支行,男,43.0,,本科,,温和成长型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,较高活跃,渠道均衡型,活储偏好型,2430
1100639461,1,0,0,营业部,女,54.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,较高贡献,低活跃,自助设备偏好型,定存偏好型,1686
1100674013,0,0,0,青羊支行,女,41.0,已婚,本科,公共管理与社会组织,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,自助设备偏好型,资产均衡型,4238
1100844524,0,1,0,清江支行,女,53.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,柜台偏好型,定存偏好型,1551
1100984882,0,0,1,分行本级,女,47.0,,,公共管理与社会组织,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,5144
1101088763,1,0,0,科华支行,女,54.0,,中专或高中,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,5293
1101109927,1,1,0,科华支行,女,54.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,渠道均衡型,理财偏好型,5295
1101275794,0,0,1,建设路支行,女,39.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,中贡献,高活跃,手机银行偏好型,基债偏好型,5538
1101423384,1,1,1,光华支行,女,38.0,,本科,金融业,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,大额消费行为,信用卡高还款额,,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,渠道均衡型,基债偏好型,4954
1101453236,0,0,0,科华支行,女,51.0,,,,,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,较高活跃,渠道均衡型,定存偏好型,5599
1101457583,0,0,1,科华支行,女,74.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,低贡献,低活跃,柜台偏好型,基债偏好型,5558
1101678224,0,0,1,锦兴支行,女,54.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,网银偏好型,理财偏好型,4646
1101683224,0,0,0,荷花池支行,女,36.0,,,,,有效户,新客户,正常类,小微无贷户,"消费型微贷,住房按揭",,,,,,大额消费行为,信用卡高还款额,,,,潜在高端客户,中贡献,高活跃,手机银行偏好型,贷款偏好型,5669
1101704117,0,0,0,科华支行,女,70.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,大额消费行为,,,,,潜在高端客户,中贡献,低活跃,柜台偏好型,活储偏好型,5529
1101706429,0,1,1,科华支行,女,39.0,,,,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,中活跃,手机银行偏好型,基债偏好型,4853
1101910343,0,0,0,营业部,男,41.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,较高活跃,渠道均衡型,活储偏好型,5228
1103142422,1,0,0,九眼桥支行,男,78.0,,,,稳健保守型,银卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,较高贡献,中活跃,柜台偏好型,定存偏好型,5493
1103262690,0,0,0,科华支行,女,63.0,,,,稳健保守型,银卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,网银偏好型,理财偏好型,5568
1103331454,0,0,0,永丰支行,女,54.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,POS交易偏好型,定存偏好型,2608
1103385168,0,0,0,骡马市支行,女,65.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,低活跃,POS交易偏好型,定存偏好型,2622
1103457899,0,0,0,科华支行,女,44.0,已婚,专科,公共管理与社会组织,积极成长型,银卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,网银偏好型,定存偏好型,3673
1103524479,0,0,0,东风支行,男,53.0,已婚,本科,,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,渠道均衡型,资产均衡型,2996
1103596270,0,1,1,东风支行,女,63.0,已婚,本科,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,自助设备偏好型,基债偏好型,2657
1104026192,0,0,0,九眼桥支行,男,44.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,较低贡献,高活跃,渠道均衡型,基债偏好型,3189
1104186387,0,0,0,骡马市支行,男,63.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,低活跃,POS交易偏好型,定存偏好型,3667
1104187157,1,0,1,锦兴支行,男,55.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,自助设备偏好型,资产均衡型,3506
1104250532,0,0,0,分行本级,女,62.0,未婚,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,自助设备偏好型,定存偏好型,1998
1104452403,1,0,0,科华支行,男,60.0,已婚,专科,,非常保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,柜台偏好型,资产均衡型,4341
1104453786,0,1,1,蜀汉支行,男,67.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,大额消费行为,,,,,潜在高端客户,,,,,4226
1104690824,1,0,0,金沙支行,女,67.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,1816
1105016556,0,0,0,聚龙路支行,男,51.0,已婚,本科,金融业,积极成长型,银卡,老客户,正常类,小微有贷已结清客户,住房按揭,,,,高金融资产,,,,,从事优质行业,,潜在高端客户,高贡献,较高活跃,渠道均衡型,贷款偏好型,4166
1105723559,0,0,0,锦江支行,女,35.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,自助设备偏好型,理财偏好型,4539
1105741859,0,0,0,清江支行,男,86.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,中贡献,较高活跃,柜台偏好型,理财偏好型,5053
1105781075,0,1,0,荷花池支行,女,64.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,低贡献,较高活跃,网银偏好型,基债偏好型,3708
1105877855,0,0,0,分行本级,男,45.0,,,批发和零售业,,有效户,老客户,正常类,小微有贷已结清客户,,,,,,,,,,,,,较高贡献,中活跃,自助设备偏好型,活储偏好型,4581
1105879950,0,1,0,荷花池支行,男,54.0,已婚,,批发和零售业,,银卡,老客户,正常类,小微有贷未结清客户,,,,非储中保险偏好,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,中活跃,手机银行偏好型,贷款偏好型,2431
1105898225,0,1,0,荷花池支行,女,54.0,,,卫生、社会保障和社会福利业,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,柜台偏好型,资产均衡型,5084
1106007759,0,0,0,永丰支行,男,41.0,,,,,无效户,老客户,正常类,非小微客户,,,,,,,,,,,高代发额客户,潜在高端客户,较高贡献,高活跃,网银偏好型,活储偏好型,4111
1106094684,0,0,0,金沙支行,男,57.0,,本科,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,网银偏好型,资产均衡型,2526
1106464863,0,1,1,永丰支行,女,64.0,,专科,公共管理与社会组织,积极成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,2637
1106475774,0,0,1,清江支行,男,83.0,,,,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,柜台偏好型,基债偏好型,1569
1106497188,0,0,0,锦江支行,男,36.0,已婚,本科,金融业,温和成长型,银卡,老客户,正常类,小微有贷已结清客户,"其他消费类,住房按揭",,,非储中理财偏好,,,,信用卡高还款额,,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,渠道均衡型,贷款偏好型,2898
1106888021,0,0,1,西体路支行,女,64.0,,,,温和成长型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,自助设备偏好型,资产均衡型,4096
1107705502,0,0,0,营业部,女,47.0,,初中及以下,,积极成长型,银卡,老客户,正常类,非小微客户,,,,,,,,信用卡高还款额,,,,潜在高端客户,高贡献,高活跃,网银偏好型,定存偏好型,3653
1108111498,0,0,0,永丰支行,女,48.0,,,,,银卡,老客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,高贡献,高活跃,POS交易偏好型,贷款偏好型,1698
1108369279,0,0,0,荷花池支行,女,73.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,低活跃,柜台偏好型,定存偏好型,3078
1108402689,0,1,1,东风支行,女,63.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,资产均衡型,4973
1108427142,0,0,0,西体路支行,男,41.0,,本科,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,柜台偏好型,定存偏好型,1992
1108568638,1,1,1,铁像寺支行,女,43.0,,本科,金融业,积极成长型,银卡,老客户,正常类,非小微客户,其他消费类,,,非储中理财偏好,高金融资产,,,信用卡高还款额,信用卡高消费额,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,渠道均衡型,资产均衡型,3668
1108609179,1,0,0,滨江支行,男,43.0,未婚,本科,制造业,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,渠道均衡型,理财偏好型,4160
1108634401,0,1,0,九眼桥支行,女,38.0,已婚,本科,,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,网银偏好型,理财偏好型,931
1108846087,0,0,1,铁像寺支行,男,72.0,,,,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,自助设备偏好型,资产均衡型,3283
1108882678,0,0,0,郫县支行,男,61.0,,中专或高中,,稳健保守型,有效户,老客户,正常类,小微有贷已结清客户,,,,,,,,,,,,,较高贡献,中活跃,POS交易偏好型,基债偏好型,2339
1109227968,0,0,1,滨江支行,女,55.0,,,,积极成长型,钻卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,信用卡高还款额,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,基债偏好型,3562
1110093646,0,0,0,神仙树支行,男,83.0,,,公共管理与社会组织,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,购买了大额他行理财,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,POS交易偏好型,资产均衡型,366
1110609012,1,0,1,清江支行,女,72.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,手机银行偏好型,理财偏好型,3332
1110881333,0,0,0,经开区支行,女,65.0,,,公共管理与社会组织,非常保守型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,POS交易偏好型,定存偏好型,327
1111086959,0,0,0,东风支行,女,52.0,,专科,居民服务和其他服务业,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,渠道均衡型,活储偏好型,482
1111099905,0,0,0,永丰支行,女,34.0,,,公共管理与社会组织,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,低活跃,POS交易偏好型,活储偏好型,492
1111503854,1,0,1,清江支行,男,81.0,,,,中庸型,银卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,较高贡献,较高活跃,手机银行偏好型,资产均衡型,3342
1112013902,0,0,0,聚龙路支行,女,53.0,,,,稳健保守型,银卡,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,大额消费行为,,,,,潜在高端客户,中贡献,高活跃,渠道均衡型,定存偏好型,4794
1112191171,0,0,0,科华支行,男,38.0,未婚,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,中活跃,网银偏好型,定存偏好型,5550
1112554778,0,1,1,永丰支行,女,47.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,高代发额客户,潜在高端客户,较低贡献,较高活跃,渠道均衡型,基债偏好型,5537
1112802042,0,0,1,科华支行,男,68.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,中活跃,自助设备偏好型,资产均衡型,5649
1113223805,0,0,0,滨江支行,男,55.0,,,公共管理与社会组织,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,高活跃,POS交易偏好型,定存偏好型,5433
1113258650,0,0,1,锦江支行,女,36.0,未婚,本科,金融业,积极成长型,有效户,老客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,非储中基金偏好,,,,,,,,,较高贡献,高活跃,渠道均衡型,贷款偏好型,545
